id,name,type,desc,atk,def,level,race,attribute,archetype,card_sets,card_images,card_prices,banlist_info.ban_tcg,banlist_info.ban_ocg,banlist_info.ban_goat
59784896,Dark Zebra,Effect Monster,"If this is the only Monster Card in your control during your Standby Phase, it is changed to Defense Position. You cannot change the position of this card during the same turn.",1800,400,4,Beast,EARTH,undefined,"[{""set_name"":""Magic Ruler"",""set_code"":""MRL-084"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.96""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-E084"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""6.18""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-084"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.12""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-EN084"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.99""}]","[{""id"":59784896,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/59784896.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/59784896.jpg""}]","[{""cardmarket_price"":""0.20"",""tcgplayer_price"":""0.11"",""ebay_price"":""0.99"",""amazon_price"":""0.25"",""coolstuffinc_price"":""0.25""}]",null,null,null
11324436,Electric Snake,Effect Monster,"When this card is discarded from your hand to the Graveyard by an effect of a card controlled by your opponent, draw 2 cards from your Deck.",800,900,3,Thunder,LIGHT,undefined,"[{""set_name"":""Dark Beginning 1"",""set_code"":""DB1-EN007"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.14""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-008"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.97""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-E008"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""3.09""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-008"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.35""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-EN008"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.99""}]","[{""id"":11324436,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/11324436.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/11324436.jpg""}]","[{""cardmarket_price"":""0.12"",""tcgplayer_price"":""0.15"",""ebay_price"":""0.99"",""amazon_price"":""0.69"",""coolstuffinc_price"":""0.25""}]",null,null,null
96890582,Flash Assailant,Effect Monster,Decrease the ATK and DEF of this card by 400 points for each card in your hand.,2000,2000,4,Fiend,DARK,undefined,"[{""set_name"":""Dark Beginning 1"",""set_code"":""DB1-EN048"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.13""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-082"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.05""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-E082"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""3.32""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-082"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.07""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-EN082"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""4.7""}]","[{""id"":96890582,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/96890582.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/96890582.jpg""}]","[{""cardmarket_price"":""0.08"",""tcgplayer_price"":""0.14"",""ebay_price"":""0.99"",""amazon_price"":""0.20"",""coolstuffinc_price"":""0.25""}]",null,null,null
84834865,Flying Kamakiri #1,Effect Monster,"When this card is destroyed by battle and sent to the Graveyard: You can Special Summon 1 WIND monster with 1500 or less ATK from your Deck, in face-up Attack Position.",1400,900,4,Insect,WIND,undefined,"[{""set_name"":""Dark Beginning 1"",""set_code"":""DB1-EN054"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.16""},{""set_name"":""Dark Legends"",""set_code"":""DLG1-EN075"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.17""},{""set_name"":""Dragunity Legion Structure Deck"",""set_code"":""SDDL-EN015"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.14""},{""set_name"":""Duelist League 13 participation cards"",""set_code"":""DL13-EN003"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""2.01""},{""set_name"":""Legendary Collection 3: Yugi's World Mega Pack"",""set_code"":""LCYW-EN238"",""set_rarity"":""Secret Rare"",""set_rarity_code"":""(ScR)"",""set_price"":""1.59""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-091"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""1.15""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-E091"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""7.56""},{""set_name"":""Retro Pack"",""set_code"":""RP01-EN074"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.31""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-091"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""1.27""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-EN091"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""1.98""},{""set_name"":""Structure Deck: Lord of the Storm"",""set_code"":""SD8-EN006"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.13""}]","[{""id"":84834865,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/84834865.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/84834865.jpg""}]","[{""cardmarket_price"":""0.11"",""tcgplayer_price"":""0.21"",""ebay_price"":""0.99"",""amazon_price"":""2.40"",""coolstuffinc_price"":""0.39""}]",null,null,null
95178994,Giant Germ,Effect Monster,"When this card is destroyed by battle and sent to the Graveyard: Inflict 500 damage to your opponent, then you can Special Summon any number of ""Giant Germs"" from your Deck in face-up Attack Position.",1000,100,2,Fiend,DARK,undefined,"[{""set_name"":""Champion Pack: Game Five"",""set_code"":""CP05-EN002"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""143""},{""set_name"":""Dark Beginning 1"",""set_code"":""DB1-EN050"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""4.39""},{""set_name"":""Dark Legends"",""set_code"":""DLG1-EN071"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.13""},{""set_name"":""Duelist League 3 participation cards"",""set_code"":""DL12-EN003"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""9.28""},{""set_name"":""Legendary Collection 3: Yugi's World Mega Pack"",""set_code"":""LCYW-EN234"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.16""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-085"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""2.1""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-E085"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""11.18""},{""set_name"":""Retro Pack"",""set_code"":""RP01-EN070"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""3.72""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-085"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""2.69""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-EN085"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""6.14""}]","[{""id"":95178994,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/95178994.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/95178994.jpg""}]","[{""cardmarket_price"":""0.50"",""tcgplayer_price"":""0.77"",""ebay_price"":""0.99"",""amazon_price"":""3.84"",""coolstuffinc_price"":""0.99""}]",null,null,null
97017120,Giant Rat,Effect Monster,"When this card is destroyed by battle and sent to the Graveyard: You can Special Summon 1 EARTH monster with 1500 or less ATK from your Deck, in Attack Position.",1400,1450,4,Beast,EARTH,undefined,"[{""set_name"":""Dark Beginning 1"",""set_code"":""DB1-EN045"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""1.16""},{""set_name"":""Dark Legends"",""set_code"":""DLG1-EN068"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.25""},{""set_name"":""Duelist League 2010 participation cards"",""set_code"":""DL09-EN005"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""5.66""},{""set_name"":""Geargia Rampage Structure Deck"",""set_code"":""SDGR-EN020"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.1""},{""set_name"":""Hobby League 3 participation card A"",""set_code"":""HL03-EN001"",""set_rarity"":""Ultra Parallel Rare"",""set_rarity_code"":""(UPR)"",""set_price"":""10.21""},{""set_name"":""Legendary Collection 3: Yugi's World Mega Pack"",""set_code"":""LCYW-EN232"",""set_rarity"":""Secret Rare"",""set_rarity_code"":""(ScR)"",""set_price"":""4.09""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-079"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""1.31""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-E079"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""6.01""},{""set_name"":""Retro Pack"",""set_code"":""RP01-EN067"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.69""},{""set_name"":""Speed Duel: Battle City Box"",""set_code"":""SBCB-EN047"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.12""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-079"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""1.3""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-EN079"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""8.95""},{""set_name"":""Starter Deck: Dawn of the Xyz"",""set_code"":""YS11-EN012"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.16""},{""set_name"":""Starter Deck: Xyz Symphony"",""set_code"":""YS12-EN017"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.17""},{""set_name"":""Starter Deck: Yugi Evolution"",""set_code"":""SYE-020"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.1""},{""set_name"":""Starter Deck: Yuya"",""set_code"":""YS16-EN020"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.12""},{""set_name"":""Structure Deck: Invincible Fortress"",""set_code"":""SD7-EN003"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.03""},{""set_name"":""Tournament Pack 4"",""set_code"":""TP4-011"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.29""}]","[{""id"":97017120,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/97017120.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/97017120.jpg""}]","[{""cardmarket_price"":""0.06"",""tcgplayer_price"":""0.15"",""ebay_price"":""0.99"",""amazon_price"":""2.30"",""coolstuffinc_price"":""0.25""}]",null,null,null
95744531,Griggle,Effect Monster,"When the control of this face-up card on the field shifts to your opponent, increase your Life Points by 3000 points. This effect can only be used once as long as this card remains face-up on the field.",350,300,1,Plant,EARTH,undefined,"[{""set_name"":""Dark Beginning 1"",""set_code"":""DB1-EN011"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.11""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-016"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.97""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-E016"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.68""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-016"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.14""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-EN016"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.45""}]","[{""id"":95744531,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/95744531.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/95744531.jpg""}]","[{""cardmarket_price"":""0.15"",""tcgplayer_price"":""0.15"",""ebay_price"":""1.99"",""amazon_price"":""0.29"",""coolstuffinc_price"":""0.25""}]",null,null,null
81863068,Hiro's Shadow Scout,Flip Effect Monster,"FLIP: Your opponent draws 3 cards. Both players look at the cards. If there are any Spell Cards among them, discard all those Spell Card(s) to the Graveyard.",650,500,2,Fiend,DARK,undefined,"[{""set_name"":""Dark Beginning 1"",""set_code"":""DB1-EN012"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.23""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-024"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""1.23""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-E024"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""9.34""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-024"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""1.27""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-EN024"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""3.38""},{""set_name"":""Starter Deck: Pegasus"",""set_code"":""SDP-019"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.2""}]","[{""id"":81863068,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/81863068.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/81863068.jpg""}]","[{""cardmarket_price"":""0.13"",""tcgplayer_price"":""0.31"",""ebay_price"":""1.00"",""amazon_price"":""0.12"",""coolstuffinc_price"":""0.25""}]",null,null,null
3056267,Invader of the Throne,Flip Effect Monster,FLIP: Select 1 monster on your opponent's side of the field and switch control of it with this card. This effect cannot be activated during the Battle Phase.,1350,1700,4,Warrior,EARTH,undefined,"[{""set_name"":""Dark Beginning 1"",""set_code"":""DB1-EN013"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.21""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-026"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""5.97""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-E026"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""6.96""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-026"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""1.91""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-EN026"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""3.82""}]","[{""id"":3056267,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/3056267.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/3056267.jpg""}]","[{""cardmarket_price"":""0.11"",""tcgplayer_price"":""0.26"",""ebay_price"":""3.50"",""amazon_price"":""0.94"",""coolstuffinc_price"":""0.25""}]",null,null,null
90020065,Jigen Bakudan,Flip Effect Monster,"FLIP: After this card is flipped, Tribute it during your Standby Phase to destroy all monsters you control and inflict damage equal to half of the total ATK of the destroyed cards (excluding this monster) to your opponent.",200,1000,2,Pyro,FIRE,undefined,"[{""set_name"":""Magic Ruler"",""set_code"":""MRL-074"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""1.23""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-E074"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""6.31""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-074"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""1.28""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-EN074"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""2.45""},{""set_name"":""Starter Deck: Pegasus"",""set_code"":""SDP-012"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.2""}]","[{""id"":90020065,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/90020065.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/90020065.jpg""}]","[{""cardmarket_price"":""0.21"",""tcgplayer_price"":""0.27"",""ebay_price"":""12.95"",""amazon_price"":""4.20"",""coolstuffinc_price"":""0.39""}]",null,null,null
23289281,Karate Man,Effect Monster,"You can double the original ATK of this card once per turn. If you used this effect, destroy this card during the End Phase.",1000,1000,3,Warrior,EARTH,undefined,"[{""set_name"":""Dark Beginning 1"",""set_code"":""DB1-EN049"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.88""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-083"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""1.02""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-E083"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""7.56""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-083"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""1.34""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-EN083"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""0.99""},{""set_name"":""Starter Deck: Joey"",""set_code"":""SDJ-013"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.04""},{""set_name"":""Tournament Pack 4"",""set_code"":""TP4-013"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.15""}]","[{""id"":23289281,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/23289281.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/23289281.jpg""}]","[{""cardmarket_price"":""0.13"",""tcgplayer_price"":""0.19"",""ebay_price"":""0.99"",""amazon_price"":""0.98"",""coolstuffinc_price"":""0.25""}]",null,null,null
19406822,Kotodama,Effect Monster,"If there are face-up monsters with the same name on the field, destroy those monsters. (If a monster is Summoned or flipped face-up that has the same name as a monster that is already face-up on the field, the new face-up monster is destroyed. If they are Summoned or flipped face-up at the same time, they are all destroyed.)",0,1600,3,Fairy,EARTH,undefined,"[{""set_name"":""Dark Beginning 1"",""set_code"":""DB1-EN058"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.08""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-095"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.92""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-E095"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""3.11""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-095"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.16""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-EN095"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.99""},{""set_name"":""Turbo Pack: Booster Seven"",""set_code"":""TU07-EN014"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.16""}]","[{""id"":19406822,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/19406822.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/19406822.jpg""}]","[{""cardmarket_price"":""0.10"",""tcgplayer_price"":""0.09"",""ebay_price"":""999.99"",""amazon_price"":""0.20"",""coolstuffinc_price"":""0.25""}]",null,null,null
93013676,Maha Vailo,Effect Monster,This card gains 500 ATK for each Equip Card equipped to this card.,1550,1400,4,Spellcaster,LIGHT,undefined,"[{""set_name"":""2-Player Starter Deck: Yuya & Declan"",""set_code"":""YS15-ENY07"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""3.78""},{""set_name"":""Battle Pack 2: War of the Giants"",""set_code"":""BP02-EN006"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.32""},{""set_name"":""Battle Pack 2: War of the Giants"",""set_code"":""BP02-EN006"",""set_rarity"":""Mosaic Rare"",""set_rarity_code"":""(MSR)"",""set_price"":""2.18""},{""set_name"":""Dark Beginning 1"",""set_code"":""DB1-EN009"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.21""},{""set_name"":""Dark Legends"",""set_code"":""DLG1-EN054"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.2""},{""set_name"":""Duel Terminal 5a"",""set_code"":""DT05-EN007"",""set_rarity"":""Duel Terminal Normal Parallel Rare"",""set_rarity_code"":""(DNPR)"",""set_price"":""3.31""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-012"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""5.62""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-E012"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""11.76""},{""set_name"":""Retro Pack"",""set_code"":""RP01-EN053"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.41""},{""set_name"":""Saber Force Starter Deck"",""set_code"":""YS15-ENF09"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.09""},{""set_name"":""Speed Duel: Battle City Box"",""set_code"":""SBCB-EN093"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.13""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-012"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""3.46""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-EN012"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""11.96""},{""set_name"":""Starter Deck: Joey"",""set_code"":""SDJ-016"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1""}]","[{""id"":93013676,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/93013676.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/93013676.jpg""}]","[{""cardmarket_price"":""0.06"",""tcgplayer_price"":""0.19"",""ebay_price"":""0.99"",""amazon_price"":""4.99"",""coolstuffinc_price"":""0.25""}]",null,null,null
38369349,Manga Ryu-Ran,Toon Monster,"(This card is always treated as a ""Toon"" card.)
Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 2 monsters, while you control ""Toon World"". Cannot attack the turn it is Special Summoned. You must pay 500 LP to declare an attack with this monster. If ""Toon World"" on the field is destroyed, destroy this card. Can attack your opponent directly, unless they control a Toon monster, in which case this card must target a Toon monster for its attacks.",2200,2600,7,Dragon,FIRE,Toon,"[{""set_name"":""Dark Beginning 1"",""set_code"":""DB1-EN038"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.14""},{""set_name"":""Dark Legends"",""set_code"":""DLG1-EN063"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.19""},{""set_name"":""Legendary Collection 3: Yugi's World Mega Pack"",""set_code"":""LCYW-EN104"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""1.3""},{""set_name"":""Legendary Duelists: Season 1"",""set_code"":""LDS1-EN053"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.99""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-071"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""1.15""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-E071"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""9.15""},{""set_name"":""Retro Pack"",""set_code"":""RP01-EN062"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.38""},{""set_name"":""Speed Duel Starter Decks: Match of the Millennium"",""set_code"":""SS04-ENB05"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.24""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-071"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""1.5""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-EN071"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""3.99""},{""set_name"":""Starter Deck: Pegasus"",""set_code"":""SDP-022"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.1""}]","[{""id"":38369349,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/38369349.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/38369349.jpg""}]","[{""cardmarket_price"":""0.09"",""tcgplayer_price"":""0.17"",""ebay_price"":""7.50"",""amazon_price"":""0.99"",""coolstuffinc_price"":""0.25""}]",null,null,null
32539892,Minar,Effect Monster,"When this card is discarded directly from your hand to the Graveyard by an effect of a card controlled by your opponent, inflict 1000 points of damage to your opponent's Life Points.",850,750,3,Insect,EARTH,undefined,"[{""set_name"":""Dark Beginning 1"",""set_code"":""DB1-EN010"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.15""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-015"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.06""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-E015"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""4.34""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-015"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.98""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-EN015"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.48""}]","[{""id"":32539892,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/32539892.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/32539892.jpg""}]","[{""cardmarket_price"":""0.06"",""tcgplayer_price"":""0.11"",""ebay_price"":""0.99"",""amazon_price"":""0.25"",""coolstuffinc_price"":""0.25""}]",null,null,null
