id,name,type,desc,race,card_sets,card_images,card_prices,archetype,banlist_info.ban_tcg,banlist_info.ban_ocg,banlist_info.ban_goat
77027445,Power of Kaishin,Spell Card,Equip only to an Aqua monster. It gains 300 ATK/DEF.,Equip,"[{""set_name"":""Legend of Blue Eyes White Dragon"",""set_code"":""LOB-044"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""1.78""},{""set_name"":""Legend of Blue Eyes White Dragon"",""set_code"":""LOB-EN044"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""4.95""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-E118"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.00""},{""set_name"":""Speed Duel: Attack from the Deep"",""set_code"":""SBAD-EN030"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.13""}]","[{""id"":77027445,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/77027445.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/77027445.jpg""}]","[{""cardmarket_price"":""0.04"",""tcgplayer_price"":""0.15"",""ebay_price"":""3.00"",""amazon_price"":""1.09"",""coolstuffinc_price"":""0.39""}]",undefined,null,null,null
51267887,Raise Body Heat,Spell Card,Equip only to a Dinosaur monster. It gains 300 ATK/DEF.,Equip,"[{""set_name"":""Legend of Blue Eyes White Dragon"",""set_code"":""LOB-097"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""1.37""},{""set_name"":""Legend of Blue Eyes White Dragon"",""set_code"":""LOB-E077"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""7.58""},{""set_name"":""Legend of Blue Eyes White Dragon"",""set_code"":""LOB-EN097"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""0.00""},{""set_name"":""Speed Duel Starter Decks: Ultimate Predators"",""set_code"":""SS03-ENA17"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.96""}]","[{""id"":51267887,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/51267887.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/51267887.jpg""}]","[{""cardmarket_price"":""0.03"",""tcgplayer_price"":""0.12"",""ebay_price"":""0.99"",""amazon_price"":""1.86"",""coolstuffinc_price"":""0.39""}]",undefined,null,null,null
1557499,Silver Bow and Arrow,Spell Card,A Fairy-Type monster equipped with this card increases its ATK and DEF by 300 points.,Equip,"[{""set_name"":""Legend of Blue Eyes White Dragon"",""set_code"":""LOB-091"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""1.56""},{""set_name"":""Legend of Blue Eyes White Dragon"",""set_code"":""LOB-E071"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""21.22""},{""set_name"":""Legend of Blue Eyes White Dragon"",""set_code"":""LOB-EN091"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""0.00""}]","[{""id"":1557499,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/1557499.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/1557499.jpg""}]","[{""cardmarket_price"":""0.73"",""tcgplayer_price"":""0.56"",""ebay_price"":""0.01"",""amazon_price"":""2.01"",""coolstuffinc_price"":""0.39""}]",undefined,null,null,null
39774685,Vile Germs,Spell Card,A Plant-Type monster equipped with this card increases its ATK and DEF by 300 points.,Equip,"[{""set_name"":""Legend of Blue Eyes White Dragon"",""set_code"":""LOB-090"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""1.22""},{""set_name"":""Legend of Blue Eyes White Dragon"",""set_code"":""LOB-E070"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""7.84""},{""set_name"":""Legend of Blue Eyes White Dragon"",""set_code"":""LOB-EN090"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""6.95""}]","[{""id"":39774685,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/39774685.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/39774685.jpg""}]","[{""cardmarket_price"":""0.45"",""tcgplayer_price"":""0.30"",""ebay_price"":""19.95"",""amazon_price"":""1.01"",""coolstuffinc_price"":""0.25""}]",undefined,null,null,null
15052462,Violet Crystal,Spell Card,"(This card is not treated as a ""Crystal"" card.)
Equip only to a Zombie monster. It gains 300 ATK/DEF.",Equip,"[{""set_name"":""Legend of Blue Eyes White Dragon"",""set_code"":""LOB-042"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""1.35""},{""set_name"":""Legend of Blue Eyes White Dragon"",""set_code"":""LOB-E033"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""10.52""},{""set_name"":""Legend of Blue Eyes White Dragon"",""set_code"":""LOB-EN042"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""0.00""},{""set_name"":""Speed Duel: Arena of Lost Souls"",""set_code"":""SBLS-EN035"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.04""}]","[{""id"":15052462,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/15052462.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/15052462.jpg""}]","[{""cardmarket_price"":""0.02"",""tcgplayer_price"":""0.13"",""ebay_price"":""2.51"",""amazon_price"":""0.25"",""coolstuffinc_price"":""0.25""}]",undefined,null,null,null
32268901,Salamandra,Spell Card,Equip only to a FIRE monster. It gains 700 ATK.,Equip,"[{""set_name"":""Duelist League 15 participation cards"",""set_code"":""DL15-EN013"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""12.5""},{""set_name"":""Legendary Collection 4: Joey's World Mega Pack"",""set_code"":""LCJW-EN062"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.55""},{""set_name"":""Legendary Decks II"",""set_code"":""LDK2-ENJ27"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.13""},{""set_name"":""Yu-Gi-Oh! Dark Duel Stories promotional cards"",""set_code"":""DDS-006"",""set_rarity"":""Prismatic Secret Rare"",""set_rarity_code"":""(PScR)"",""set_price"":""8.8""},{""set_name"":""Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel promotional cards"",""set_code"":""SDD-E003"",""set_rarity"":""Prismatic Secret Rare"",""set_rarity_code"":""(PScR)"",""set_price"":""27.51""}]","[{""id"":32268901,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/32268901.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/32268901.jpg""}]","[{""cardmarket_price"":""0.08"",""tcgplayer_price"":""0.17"",""ebay_price"":""3.95"",""amazon_price"":""4.95"",""coolstuffinc_price"":""0.49""}]",undefined,null,null,null
98374133,Invigoration,Spell Card,An EARTH monster equipped with this card increases its ATK by 400 points and decreases its DEF by 200 points.,Equip,"[{""set_name"":""Starter Deck: Kaiba"",""set_code"":""SDK-021"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.35""},{""set_name"":""Starter Deck: Kaiba"",""set_code"":""SDK-E020"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""3.23""}]","[{""id"":98374133,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/98374133.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/98374133.jpg""}]","[{""cardmarket_price"":""0.31"",""tcgplayer_price"":""0.40"",""ebay_price"":""1.49"",""amazon_price"":""0.79"",""coolstuffinc_price"":""0.49""}]",undefined,null,null,null
37120512,Sword of Dark Destruction,Spell Card,Equip only to a DARK monster. It gains 400 ATK and loses 200 DEF.,Equip,"[{""set_name"":""Speed Duel Starter Decks: Twisted Nightmares"",""set_code"":""SS05-ENA21"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.04""},{""set_name"":""Speed Duel: Attack from the Deep"",""set_code"":""SBAD-EN019"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.04""},{""set_name"":""Starter Deck: Yugi"",""set_code"":""SDY-020"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.3""},{""set_name"":""Starter Deck: Yugi"",""set_code"":""SDY-E018"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""15.67""}]","[{""id"":37120512,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/37120512.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/37120512.jpg""}]","[{""cardmarket_price"":""0.08"",""tcgplayer_price"":""0.09"",""ebay_price"":""0.99"",""amazon_price"":""0.25"",""coolstuffinc_price"":""0.39""}]",undefined,null,null,null
24668830,Germ Infection,Spell Card,The ATK of a non Machine-Type monster equipped with this card is decreased by 300 points at each of its Standby Phases.,Equip,"[{""set_name"":""Metal Raiders"",""set_code"":""MRD-136"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.1""},{""set_name"":""Metal Raiders"",""set_code"":""MRD-E136"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""5.47""},{""set_name"":""Metal Raiders"",""set_code"":""MRD-EN136"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.75""}]","[{""id"":24668830,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/24668830.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/24668830.jpg""}]","[{""cardmarket_price"":""0.15"",""tcgplayer_price"":""0.20"",""ebay_price"":""2.49"",""amazon_price"":""0.25"",""coolstuffinc_price"":""0.25""}]",undefined,null,null,null
50152549,Paralyzing Potion,Spell Card,A non Machine-Type monster equipped with this card cannot attack.,Equip,"[{""set_name"":""Metal Raiders"",""set_code"":""MRD-137"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.05""},{""set_name"":""Metal Raiders"",""set_code"":""MRD-E137"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""4.26""},{""set_name"":""Metal Raiders"",""set_code"":""MRD-EN137"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.00""}]","[{""id"":50152549,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/50152549.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/50152549.jpg""}]","[{""cardmarket_price"":""0.25"",""tcgplayer_price"":""0.25"",""ebay_price"":""1.50"",""amazon_price"":""1.02"",""coolstuffinc_price"":""0.25""}]",undefined,null,null,null
20436034,Ring of Magnetism,Spell Card,"You can only equip this card to a monster on your side of the field. Decrease the ATK and DEF of a monster equipped with this card by 500 points. In addition, all the monsters on your opponent's side of the field can only attack the monster equipped with this card, if they attack.",Equip,"[{""set_name"":""Dark Beginning 2"",""set_code"":""DB2-EN082"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""1.33""},{""set_name"":""Metal Raiders"",""set_code"":""MRD-139"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.07""},{""set_name"":""Metal Raiders"",""set_code"":""MRD-E139"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""10.97""},{""set_name"":""Metal Raiders"",""set_code"":""MRD-EN139"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.00""},{""set_name"":""Starter Deck: Pegasus"",""set_code"":""SDP-039"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1""}]","[{""id"":20436034,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/20436034.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/20436034.jpg""}]","[{""cardmarket_price"":""0.26"",""tcgplayer_price"":""0.22"",""ebay_price"":""0.99"",""amazon_price"":""0.94"",""coolstuffinc_price"":""0.25""}]",undefined,null,null,null
83225447,Stim-Pack,Spell Card,"The equipped monster gains 700 ATK. During each of your Standby Phases, the equipped monster loses 200 ATK.",Equip,"[{""set_name"":""Metal Raiders"",""set_code"":""MRD-141"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""4.06""},{""set_name"":""Metal Raiders"",""set_code"":""MRD-E141"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""5.49""},{""set_name"":""Metal Raiders"",""set_code"":""MRD-EN141"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""0.00""},{""set_name"":""War of the Giants Reinforcements"",""set_code"":""WGRT-EN067"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""5.44""},{""set_name"":""War of the Giants: Round 2"",""set_code"":""BPW2-EN067"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.24""}]","[{""id"":83225447,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/83225447.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/83225447.jpg""}]","[{""cardmarket_price"":""0.02"",""tcgplayer_price"":""0.23"",""ebay_price"":""0.00"",""amazon_price"":""0.25"",""coolstuffinc_price"":""0.25""}]",undefined,null,null,null
98495314,Sword of Deep-Seated,Spell Card,The equipped monster gains 500 ATK/DEF. If this card is sent to your GY: Place it on top of your Deck.,Equip,"[{""set_name"":""Metal Raiders"",""set_code"":""MRD-132"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.19""},{""set_name"":""Metal Raiders"",""set_code"":""MRD-E132"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""3.36""},{""set_name"":""Metal Raiders"",""set_code"":""MRD-EN132"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""4.45""},{""set_name"":""Speed Duel Demo Deck"",""set_code"":""DEM5-EN009"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""3.01""},{""set_name"":""Speed Duel Demo Deck 2020"",""set_code"":""DEM6-EN016"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.00""},{""set_name"":""Speed Duel Starter Decks: Destiny Masters"",""set_code"":""SS01-ENC14"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.12""}]","[{""id"":98495314,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/98495314.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/98495314.jpg""}]","[{""cardmarket_price"":""0.19"",""tcgplayer_price"":""0.16"",""ebay_price"":""3.95"",""amazon_price"":""2.78"",""coolstuffinc_price"":""0.25""}]",undefined,null,null,null
18937875,Burning Spear,Spell Card,A FIRE monster equipped with this card increases its ATK by 400 points and decreases its DEF by 200 points.,Equip,"[{""set_name"":""Tournament Pack: 1st Season"",""set_code"":""TP1-010"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""67.25""},{""set_name"":""Tournament Pack: 1st Season"",""set_code"":""TP1-E010"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""48.81""}]","[{""id"":18937875,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/18937875.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/18937875.jpg""}]","[{""cardmarket_price"":""8.56"",""tcgplayer_price"":""69.99"",""ebay_price"":""19.99"",""amazon_price"":""99.95"",""coolstuffinc_price"":""79.99""}]",undefined,null,null,null
