id,name,type,desc,atk,def,level,race,attribute,archetype,card_sets,card_images,card_prices,banlist_info.ban_goat,banlist_info.ban_tcg,banlist_info.ban_ocg
62397231,Hyozanryu,Normal Monster,A dragon created from a massive diamond that sparkles with blinding light.,2100,2800,7,Dragon,LIGHT,undefined,"[{""set_name"":""Dark Beginning 1"",""set_code"":""DB1-EN041"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.14""},{""set_name"":""Dark Legends"",""set_code"":""DLG1-EN066"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.52""},{""set_name"":""Ghosts From the Past"",""set_code"":""GFTP-EN071"",""set_rarity"":""Ultra Rare"",""set_rarity_code"":""(UR)"",""set_price"":""1.01""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-075"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""4.8""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-E075"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""3.43""},{""set_name"":""Retro Pack"",""set_code"":""RP01-EN065"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.57""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-075"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""2.63""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-EN075"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""0.00""},{""set_name"":""Starter Deck: Kaiba Evolution"",""set_code"":""SKE-011"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.44""}]","[{""id"":62397231,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/62397231.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/62397231.jpg""}]","[{""cardmarket_price"":""0.11"",""tcgplayer_price"":""0.19"",""ebay_price"":""0.99"",""amazon_price"":""3.79"",""coolstuffinc_price"":""0.25""}]",null,null,null
3056267,Invader of the Throne,Flip Effect Monster,FLIP: Select 1 monster on your opponent's side of the field and switch control of it with this card. This effect cannot be activated during the Battle Phase.,1350,1700,4,Warrior,EARTH,undefined,"[{""set_name"":""Dark Beginning 1"",""set_code"":""DB1-EN013"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.22""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-026"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""6.03""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-E026"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""6.96""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-026"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""1.92""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-EN026"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""3.82""}]","[{""id"":3056267,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/3056267.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/3056267.jpg""}]","[{""cardmarket_price"":""0.11"",""tcgplayer_price"":""0.26"",""ebay_price"":""2.49"",""amazon_price"":""0.94"",""coolstuffinc_price"":""0.25""}]",null,null,null
90020065,Jigen Bakudan,Flip Effect Monster,"FLIP: After this card is flipped, Tribute it during your Standby Phase to destroy all monsters you control and inflict damage equal to half of the total ATK of the destroyed cards (excluding this monster) to your opponent.",200,1000,2,Pyro,FIRE,undefined,"[{""set_name"":""Magic Ruler"",""set_code"":""MRL-074"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""1.25""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-E074"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""6.31""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-074"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""1.29""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-EN074"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""2.45""},{""set_name"":""Starter Deck: Pegasus"",""set_code"":""SDP-012"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.23""}]","[{""id"":90020065,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/90020065.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/90020065.jpg""}]","[{""cardmarket_price"":""0.21"",""tcgplayer_price"":""0.27"",""ebay_price"":""12.95"",""amazon_price"":""4.20"",""coolstuffinc_price"":""0.39""}]",null,null,null
23289281,Karate Man,Effect Monster,"You can double the original ATK of this card once per turn. If you used this effect, destroy this card during the End Phase.",1000,1000,3,Warrior,EARTH,undefined,"[{""set_name"":""Dark Beginning 1"",""set_code"":""DB1-EN049"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.56""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-083"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""1.02""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-E083"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""7.56""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-083"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""1.34""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-EN083"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""0.99""},{""set_name"":""Starter Deck: Joey"",""set_code"":""SDJ-013"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.04""},{""set_name"":""Tournament Pack 4"",""set_code"":""TP4-013"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.15""}]","[{""id"":23289281,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/23289281.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/23289281.jpg""}]","[{""cardmarket_price"":""0.14"",""tcgplayer_price"":""0.19"",""ebay_price"":""0.99"",""amazon_price"":""0.98"",""coolstuffinc_price"":""0.25""}]",null,null,null
19406822,Kotodama,Effect Monster,"If there are face-up monsters with the same name on the field, destroy those monsters. (If a monster is Summoned or flipped face-up that has the same name as a monster that is already face-up on the field, the new face-up monster is destroyed. If they are Summoned or flipped face-up at the same time, they are all destroyed.)",0,1600,3,Fairy,EARTH,undefined,"[{""set_name"":""Dark Beginning 1"",""set_code"":""DB1-EN058"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.1""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-095"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.93""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-E095"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""3.13""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-095"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.17""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-EN095"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.89""},{""set_name"":""Turbo Pack: Booster Seven"",""set_code"":""TU07-EN014"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.17""}]","[{""id"":19406822,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/19406822.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/19406822.jpg""}]","[{""cardmarket_price"":""0.10"",""tcgplayer_price"":""0.09"",""ebay_price"":""999.99"",""amazon_price"":""0.25"",""coolstuffinc_price"":""0.25""}]",null,null,null
67284908,Labyrinth Wall,Normal Monster,These walls form a labyrinth with no exit for enemies.,0,3000,5,Rock,EARTH,undefined,"[{""set_name"":""Dark Beginning 1"",""set_code"":""DB1-EN035"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.28""},{""set_name"":""Legendary Collection 4: Joey's World Mega Pack"",""set_code"":""LCJW-EN220"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.84""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-055"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.23""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-E055"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""6.57""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-055"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.54""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-EN055"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""26.07""}]","[{""id"":67284908,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/67284908.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/67284908.jpg""}]","[{""cardmarket_price"":""0.20"",""tcgplayer_price"":""0.40"",""ebay_price"":""1.50"",""amazon_price"":""1.99"",""coolstuffinc_price"":""0.39""}]",null,null,null
93108297,Liquid Beast,Normal Monster,A liquid life form that thrives on water.,950,800,3,Aqua,WATER,undefined,"[{""set_name"":""Magic Ruler"",""set_code"":""MRL-023"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.94""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-E023"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.95""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-023"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.15""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-EN023"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.45""}]","[{""id"":93108297,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/93108297.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/93108297.jpg""}]","[{""cardmarket_price"":""0.14"",""tcgplayer_price"":""0.14"",""ebay_price"":""0.99"",""amazon_price"":""0.25"",""coolstuffinc_price"":""0.25""}]",null,null,null
81777047,Luminous Spark,Spell Card,All LIGHT monsters gain 500 ATK and lose 400 DEF.,undefined,undefined,undefined,Field,undefined,undefined,"[{""set_name"":""Dark Beginning 1"",""set_code"":""DB1-EN063"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.76""},{""set_name"":""Dark Legends"",""set_code"":""DLG1-EN082"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""3.87""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-100"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""3.24""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-E100"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""4.12""},{""set_name"":""Retro Pack"",""set_code"":""RP01-EN081"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.98""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-100"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""1.55""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-EN100"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""0.00""}]","[{""id"":81777047,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/81777047.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/81777047.jpg""}]","[{""cardmarket_price"":""0.16"",""tcgplayer_price"":""0.67"",""ebay_price"":""1.99"",""amazon_price"":""1.79"",""coolstuffinc_price"":""0.39""}]",null,null,null
64389297,Magical Labyrinth,Spell Card,"Equip only to ""Labyrinth Wall"". You can Tribute the equipped monster; Special Summon ""Wall Shadow"" from your Deck.",undefined,undefined,undefined,Equip,undefined,undefined,"[{""set_name"":""Legendary Collection 4: Joey's World Mega Pack"",""set_code"":""LCJW-EN231"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.2""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-059"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.95""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-E059"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""7.07""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-059"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.31""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-EN059"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.45""}]","[{""id"":64389297,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/64389297.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/64389297.jpg""}]","[{""cardmarket_price"":""0.26"",""tcgplayer_price"":""0.14"",""ebay_price"":""6.95"",""amazon_price"":""1.44"",""coolstuffinc_price"":""0.25""}]",null,null,null
93013676,Maha Vailo,Effect Monster,This card gains 500 ATK for each Equip Card equipped to this card.,1550,1400,4,Spellcaster,LIGHT,undefined,"[{""set_name"":""2-Player Starter Deck: Yuya & Declan"",""set_code"":""YS15-ENY07"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""3.78""},{""set_name"":""Battle Pack 2: War of the Giants"",""set_code"":""BP02-EN006"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.23""},{""set_name"":""Battle Pack 2: War of the Giants"",""set_code"":""BP02-EN006"",""set_rarity"":""Mosaic Rare"",""set_rarity_code"":""(MSR)"",""set_price"":""2.18""},{""set_name"":""Dark Beginning 1"",""set_code"":""DB1-EN009"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.21""},{""set_name"":""Dark Legends"",""set_code"":""DLG1-EN054"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.2""},{""set_name"":""Duel Terminal 5a"",""set_code"":""DT05-EN007"",""set_rarity"":""Duel Terminal Normal Parallel Rare"",""set_rarity_code"":""(DNPR)"",""set_price"":""3.31""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-012"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""5.57""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-E012"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""11.77""},{""set_name"":""Retro Pack"",""set_code"":""RP01-EN053"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.41""},{""set_name"":""Saber Force Starter Deck"",""set_code"":""YS15-ENF09"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.1""},{""set_name"":""Speed Duel: Battle City Box"",""set_code"":""SBCB-EN093"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.1""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-012"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""3.37""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-EN012"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""11.97""},{""set_name"":""Starter Deck: Joey"",""set_code"":""SDJ-016"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1""}]","[{""id"":93013676,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/93013676.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/93013676.jpg""}]","[{""cardmarket_price"":""0.06"",""tcgplayer_price"":""0.18"",""ebay_price"":""0.99"",""amazon_price"":""4.99"",""coolstuffinc_price"":""0.25""}]",null,null,null
99597615,Malevolent Nuzzler,Spell Card,The equipped monster gains 700 ATK. When this card is sent from the field to the Graveyard: You can pay 500 LP; place this card on the top of your Deck.,undefined,undefined,undefined,Equip,undefined,undefined,"[{""set_name"":""2-Player Starter Deck: Yuya & Declan"",""set_code"":""YS15-ENY16"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""3.77""},{""set_name"":""Battle Pack 2: War of the Giants"",""set_code"":""BP02-EN132"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.22""},{""set_name"":""Battle Pack 2: War of the Giants"",""set_code"":""BP02-EN132"",""set_rarity"":""Mosaic Rare"",""set_rarity_code"":""(MSR)"",""set_price"":""1.18""},{""set_name"":""Dark Beginning 1"",""set_code"":""DB1-EN005"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.12""},{""set_name"":""Dark Legion Starter Deck"",""set_code"":""YS15-ENL20"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.12""},{""set_name"":""Duel Terminal - Preview Wave 1"",""set_code"":""DTP1-EN011"",""set_rarity"":""Duel Terminal Normal Parallel Rare"",""set_rarity_code"":""(DNPR)"",""set_price"":""0.00""},{""set_name"":""Duel Terminal 1"",""set_code"":""DT01-EN037"",""set_rarity"":""Duel Terminal Normal Parallel Rare"",""set_rarity_code"":""(DNPR)"",""set_price"":""0.75""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-005"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.96""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-E005"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""3.29""},{""set_name"":""Saber Force Starter Deck"",""set_code"":""YS15-ENF20"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.12""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-005"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.26""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-EN005"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.99""},{""set_name"":""Spellcaster's Command Structure Deck"",""set_code"":""SDSC-EN023"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.12""},{""set_name"":""Starter Deck: Joey"",""set_code"":""SDJ-025"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1""},{""set_name"":""Starter Deck: Yugi Evolution"",""set_code"":""SYE-036"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.01""}]","[{""id"":99597615,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/99597615.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/99597615.jpg""}]","[{""cardmarket_price"":""0.08"",""tcgplayer_price"":""0.12"",""ebay_price"":""1.95"",""amazon_price"":""0.25"",""coolstuffinc_price"":""0.25""}]",null,null,null
38369349,Manga Ryu-Ran,Toon Monster,"(This card is always treated as a ""Toon"" card.)
Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 2 monsters, while you control ""Toon World"". Cannot attack the turn it is Special Summoned. You must pay 500 LP to declare an attack with this monster. If ""Toon World"" on the field is destroyed, destroy this card. Can attack your opponent directly, unless they control a Toon monster, in which case this card must target a Toon monster for its attacks.",2200,2600,7,Dragon,FIRE,Toon,"[{""set_name"":""Dark Beginning 1"",""set_code"":""DB1-EN038"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.13""},{""set_name"":""Dark Legends"",""set_code"":""DLG1-EN063"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.18""},{""set_name"":""Legendary Collection 3: Yugi's World Mega Pack"",""set_code"":""LCYW-EN104"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""1.3""},{""set_name"":""Legendary Duelists: Season 1"",""set_code"":""LDS1-EN053"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.99""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-071"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""1.13""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-E071"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""9.16""},{""set_name"":""Retro Pack"",""set_code"":""RP01-EN062"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.38""},{""set_name"":""Speed Duel Starter Decks: Match of the Millennium"",""set_code"":""SS04-ENB05"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.25""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-071"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""1.54""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-EN071"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""3.99""},{""set_name"":""Starter Deck: Pegasus"",""set_code"":""SDP-022"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.1""}]","[{""id"":38369349,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/38369349.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/38369349.jpg""}]","[{""cardmarket_price"":""0.08"",""tcgplayer_price"":""0.16"",""ebay_price"":""7.50"",""amazon_price"":""1.49"",""coolstuffinc_price"":""0.25""}]",null,null,null
34442949,Mechanical Snail,Normal Monster,A cyborg snail that still travels at a slow pace.,800,1000,3,Machine,DARK,undefined,"[{""set_name"":""Magic Ruler"",""set_code"":""MRL-021"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.94""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-E021"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""8.57""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-021"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.12""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-EN021"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.99""}]","[{""id"":34442949,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/34442949.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/34442949.jpg""}]","[{""cardmarket_price"":""0.18"",""tcgplayer_price"":""0.11"",""ebay_price"":""0.99"",""amazon_price"":""0.25"",""coolstuffinc_price"":""0.25""}]",null,null,null
22046459,Megamorph,Spell Card,"While your LP is lower than your opponent's, the equipped monster's ATK becomes double its original ATK. While your LP is higher, the equipped monster's ATK becomes half its original ATK.",undefined,undefined,undefined,Equip,undefined,undefined,"[{""set_name"":""Cyber Dragon Revolution Structure Deck"",""set_code"":""SDCR-EN024"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.2""},{""set_name"":""Dark Beginning 1"",""set_code"":""DB1-EN037"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""5.77""},{""set_name"":""Dark Legends"",""set_code"":""DLG1-EN062"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""1.44""},{""set_name"":""Duel Terminal 4"",""set_code"":""DT04-EN044"",""set_rarity"":""Duel Terminal Normal Parallel Rare"",""set_rarity_code"":""(DNPR)"",""set_price"":""1.82""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-061"",""set_rarity"":""Ultra Rare"",""set_rarity_code"":""(UR)"",""set_price"":""4.45""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-E061"",""set_rarity"":""Ultra Rare"",""set_rarity_code"":""(UR)"",""set_price"":""13.08""},{""set_name"":""Retro Pack"",""set_code"":""RP01-EN061"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""6.24""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-061"",""set_rarity"":""Ultra Rare"",""set_rarity_code"":""(UR)"",""set_price"":""11.89""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-EN061"",""set_rarity"":""Ultra Rare"",""set_rarity_code"":""(UR)"",""set_price"":""5.86""},{""set_name"":""Starter Deck: Kaiba Evolution"",""set_code"":""SKE-037"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.06""},{""set_name"":""Structure Deck: Dinosaur's Rage"",""set_code"":""SD09-EN024"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.2""},{""set_name"":""Structure Deck: Seto Kaiba"",""set_code"":""SDKS-EN027"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.09""},{""set_name"":""Tournament Pack 4"",""set_code"":""TP4-003"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""43.03""},{""set_name"":""War of the Giants Reinforcements"",""set_code"":""WGRT-EN069"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""12.73""},{""set_name"":""War of the Giants: Round 2"",""set_code"":""BPW2-EN069"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""2.93""}]","[{""id"":22046459,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/22046459.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/22046459.jpg""}]","[{""cardmarket_price"":""0.07"",""tcgplayer_price"":""0.18"",""ebay_price"":""5.00"",""amazon_price"":""2.22"",""coolstuffinc_price"":""0.39""}]",null,null,null
44656491,Messenger of Peace,Spell Card,"Monsters with 1500 or more ATK cannot declare an attack. Once per turn, during your Standby Phase, pay 100 LP or destroy this card.",undefined,undefined,undefined,Continuous,undefined,undefined,"[{""set_name"":""Dark Beginning 1"",""set_code"":""DB1-EN065"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.17""},{""set_name"":""Dark Legends"",""set_code"":""DLG1-EN083"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""6.02""},{""set_name"":""Duelist League 3 participation cards"",""set_code"":""DL12-EN013"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""7.69""},{""set_name"":""Legendary Collection 3: Yugi's World Mega Pack"",""set_code"":""LCYW-EN266"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.73""},{""set_name"":""Legendary Decks II"",""set_code"":""LDK2-ENY30"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.88""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-102"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""5.79""},{""set_name"":""Magic Ruler"",""set_code"":""MRL-E102"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""6.37""},{""set_name"":""Retro Pack"",""set_code"":""RP01-EN082"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""4.6""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-102"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""4.89""},{""set_name"":""Spell Ruler"",""set_code"":""SRL-EN102"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""9.08""}]","[{""id"":44656491,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/44656491.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/44656491.jpg""}]","[{""cardmarket_price"":""0.33"",""tcgplayer_price"":""0.50"",""ebay_price"":""10.00"",""amazon_price"":""0.99"",""coolstuffinc_price"":""0.49""}]",null,null,null
