id,name,type,desc,race,archetype,card_sets,card_images,card_prices,banlist_info.ban_goat,banlist_info.ban_tcg,banlist_info.ban_ocg
37313786,Gamble,Trap Card,"You can only activate this card when your opponent's hand is 6 or more cards and your hand is 2 or less. Toss a coin and call heads or tails. If you call it right, draw until your hand has 5 cards. If you call it wrong, skip your next turn.",Normal,undefined,"[{""set_name"":""Dark Beginning 1"",""set_code"":""DB1-EN172"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.11""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-053"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.99""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-E053"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.82""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-EN053"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.25""}]","[{""id"":37313786,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/37313786.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/37313786.jpg""}]","[{""cardmarket_price"":""0.13"",""tcgplayer_price"":""0.16"",""ebay_price"":""1.89"",""amazon_price"":""1.69"",""coolstuffinc_price"":""0.49""}]",null,null,null
98299011,Gift of the Mystical Elf,Trap Card,Increase your Life Points by 300 points for each monster on the field.,Normal,undefined,"[{""set_name"":""Dark Beginning 1"",""set_code"":""DB1-EN073"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.2""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-009"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""1.27""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-E009"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""0.00""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-EN009"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""2.5""},{""set_name"":""Starter Deck: Kaiba Evolution"",""set_code"":""SKE-044"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.22""}]","[{""id"":98299011,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/98299011.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/98299011.jpg""}]","[{""cardmarket_price"":""0.15"",""tcgplayer_price"":""0.43"",""ebay_price"":""1.99"",""amazon_price"":""0.39"",""coolstuffinc_price"":""0.25""}]",null,null,null
61705417,Graverobber,Trap Card,"Select 1 Spell Card from your opponent's Graveyard. You can use it as your hand until the end of the turn. If you use it, you take 2000 points of damage.",Normal,undefined,"[{""set_name"":""Dark Beginning 1"",""set_code"":""DB1-EN072"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""3.67""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-008"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""4.71""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-E008"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""65.99""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-EN008"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""0.00""}]","[{""id"":61705417,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/61705417.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/61705417.jpg""}]","[{""cardmarket_price"":""0.11"",""tcgplayer_price"":""0.80"",""ebay_price"":""3.50"",""amazon_price"":""0.93"",""coolstuffinc_price"":""1.99""}]",null,null,null
73079365,Gust,Trap Card,You can activate this card when 1 or more of your Spell Cards are destroyed and sent from the field to the Graveyard by a card effect your opponent controls. Destroy 1 Spell or Trap Card on the field.,Normal,undefined,"[{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-017"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.92""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-E017"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""6.02""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-EN017"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.8""}]","[{""id"":73079365,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/73079365.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/73079365.jpg""}]","[{""cardmarket_price"":""0.08"",""tcgplayer_price"":""0.15"",""ebay_price"":""0.99"",""amazon_price"":""1.30"",""coolstuffinc_price"":""0.25""}]",null,null,null
49587034,Lightforce Sword,Trap Card,"Banish 1 random card from your opponent's hand, face-down. During your opponent's 4th Standby Phase after this card's activation, return that card to their hand.",Normal,undefined,"[{""set_name"":""Dark Beginning 1"",""set_code"":""DB1-EN069"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.12""},{""set_name"":""Duelist Pack: Yugi"",""set_code"":""DPYG-EN029"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.96""},{""set_name"":""Legendary Collection 3: Yugi's World Mega Pack"",""set_code"":""LCYW-EN093"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""1.56""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-005"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""1""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-E005"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""2.94""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-EN005"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""1.99""},{""set_name"":""Retro Pack 2"",""set_code"":""RP02-EN003"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.09""},{""set_name"":""Speed Duel Starter Decks: Destiny Masters"",""set_code"":""SS01-ENA15"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.09""},{""set_name"":""Yugi's Legendary Decks"",""set_code"":""YGLD-ENB37"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.98""}]","[{""id"":49587034,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/49587034.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/49587034.jpg""}]","[{""cardmarket_price"":""0.05"",""tcgplayer_price"":""0.11"",""ebay_price"":""1.25"",""amazon_price"":""0.25"",""coolstuffinc_price"":""0.25""}]",null,null,null
81210420,Magical Hats,Trap Card,"During your opponent's Battle Phase: Choose 2 Spell/Trap Cards from your Deck and 1 monster in your Main Monster Zone. Special Summon them as Normal Monsters (ATK 0/DEF 0) in face-down Defense Position, Set the chosen monster if it is face-up, and shuffle them on the field. The 2 cards chosen from your Deck are destroyed at the end of the Battle Phase, and cannot remain on the field except during this Battle Phase.",Normal,undefined,"[{""set_name"":""Champion Pack: Game Six"",""set_code"":""CP06-EN019"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.52""},{""set_name"":""Dark Beginning 1"",""set_code"":""DB1-EN087"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""1.39""},{""set_name"":""Duelist Pack: Yugi"",""set_code"":""DPYG-EN028"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""1.08""},{""set_name"":""Legendary Collection 3: Yugi's World Mega Pack"",""set_code"":""LCYW-EN096"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.18""},{""set_name"":""Legendary Decks II"",""set_code"":""LDK2-ENY36"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.06""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-033"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""5.98""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-E033"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""17.54""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-EN033"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""0.00""},{""set_name"":""Retro Pack 2"",""set_code"":""RP02-EN010"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""2.19""},{""set_name"":""Speed Duel: Battle City Box"",""set_code"":""SBCB-EN017"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.11""},{""set_name"":""Yugi's Legendary Decks"",""set_code"":""YGLD-ENA38"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.02""},{""set_name"":""Yugi's Legendary Decks"",""set_code"":""YGLD-ENB34"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.09""}]","[{""id"":81210420,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/81210420.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/81210420.jpg""}]","[{""cardmarket_price"":""0.07"",""tcgplayer_price"":""0.12"",""ebay_price"":""0.99"",""amazon_price"":""1.44"",""coolstuffinc_price"":""0.25""}]",null,null,null
9074847,Major Riot,Trap Card,You can activate this card when 1 or more of your monsters are returned from the field to your hand by your opponent's effect. Return all Monster Cards on the field to your respective hands. Both you and your opponent then Special Summon from your hand the same number of Monster Cards on the field in face-down Defense Position.,Normal,undefined,"[{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-029"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.06""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-E029"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.00""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-EN029"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""7.04""}]","[{""id"":9074847,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/9074847.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/9074847.jpg""}]","[{""cardmarket_price"":""0.08"",""tcgplayer_price"":""0.16"",""ebay_price"":""0.99"",""amazon_price"":""0.25"",""coolstuffinc_price"":""0.25""}]",null,null,null
75646520,Metal Detector,Trap Card,You can only activate this card when a Continuous Trap Card is activated. Negate all Continuous Trap Cards during the turn this card is activated.,Normal,undefined,"[{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-022"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.9""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-E022"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""3.54""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-EN022"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.5""}]","[{""id"":75646520,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/75646520.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/75646520.jpg""}]","[{""cardmarket_price"":""0.06"",""tcgplayer_price"":""0.11"",""ebay_price"":""0.99"",""amazon_price"":""0.25"",""coolstuffinc_price"":""0.25""}]",null,null,null
37580756,Michizure,Trap Card,"When a monster is sent from the field to your GY, even during the Damage Step: Target 1 monster on the field; destroy it.",Normal,undefined,"[{""set_name"":""Duel Terminal 1"",""set_code"":""DT01-EN096"",""set_rarity"":""Duel Terminal Normal Parallel Rare"",""set_rarity_code"":""(DNPR)"",""set_price"":""2.58""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-051"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""1.53""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-E051"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""5.09""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-EN051"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""5.28""},{""set_name"":""Speed Duel: Arena of Lost Souls"",""set_code"":""SBLS-EN044"",""set_rarity"":""Ultra Rare"",""set_rarity_code"":""(UR)"",""set_price"":""5.62""}]","[{""id"":37580756,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/37580756.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/37580756.jpg""}]","[{""cardmarket_price"":""0.58"",""tcgplayer_price"":""0.52"",""ebay_price"":""3.50"",""amazon_price"":""5.59"",""coolstuffinc_price"":""0.39""}]",null,null,null
49251811,Mystic Probe,Trap Card,You can only activate this card when a Continuous Spell Card is activated. Negate all Continuous Spell Cards during the turn this card is activated.,Normal,undefined,"[{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-021"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.93""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-E021"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""5.87""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-EN021"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""12.58""}]","[{""id"":49251811,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/49251811.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/49251811.jpg""}]","[{""cardmarket_price"":""0.09"",""tcgplayer_price"":""0.15"",""ebay_price"":""4.99"",""amazon_price"":""0.25"",""coolstuffinc_price"":""0.25""}]",null,null,null
2130625,Numinous Healer,Trap Card,"You can only activate this card when you take damage to your Life Points. Increase your Life Points by 1000 points. Also, increase your Life Points by 500 points for each ""Numinous Healer"" card in your Graveyard.",Normal,undefined,"[{""set_name"":""Dark Beginning 1"",""set_code"":""DB1-EN079"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.22""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-023"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""1.25""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-E023"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""12.03""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-EN023"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""2.5""}]","[{""id"":2130625,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/2130625.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/2130625.jpg""}]","[{""cardmarket_price"":""0.08"",""tcgplayer_price"":""0.24"",""ebay_price"":""1.99"",""amazon_price"":""0.01"",""coolstuffinc_price"":""0.39""}]",null,null,null
58621589,Shadow of Eyes,Trap Card,When a monster(s) is Set on your opponent's field: Target 1 of those Set monsters; change that Set monster to face-up Attack Position. (Flip Effects are not activated.),Normal,undefined,"[{""set_name"":""Dark Beginning 1"",""set_code"":""DB1-EN189"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.11""},{""set_name"":""Duel Terminal 1"",""set_code"":""DT01-EN097"",""set_rarity"":""Duel Terminal Normal Parallel Rare"",""set_rarity_code"":""(DNPR)"",""set_price"":""0.76""},{""set_name"":""Legendary Collection 4: Joey's World Mega Pack"",""set_code"":""LCJW-EN109"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.22""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-075"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.96""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-E075"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""4.13""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-EN075"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""3.85""},{""set_name"":""Speed Duel Starter Decks: Duelists of Tomorrow"",""set_code"":""SS02-ENC17"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.08""}]","[{""id"":58621589,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/58621589.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/58621589.jpg""}]","[{""cardmarket_price"":""0.04"",""tcgplayer_price"":""0.11"",""ebay_price"":""2.59"",""amazon_price"":""0.55"",""coolstuffinc_price"":""0.25""}]",null,null,null
59560625,Shift,Trap Card,"When your opponent targets exactly 1 monster you control (and no other cards) for an attack, or with a Spell/Trap effect: Target another monster you control that would be an appropriate target; that attack/Spell/Trap now targets the new target.",Normal,undefined,"[{""set_name"":""Dark Beginning 1"",""set_code"":""DB1-EN182"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.1""},{""set_name"":""Legendary Collection 3: Yugi's World Mega Pack"",""set_code"":""LCYW-EN097"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""1.16""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-067"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""0.97""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-E067"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""5.06""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-EN067"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""2""},{""set_name"":""Starter Deck: Yugi Evolution"",""set_code"":""SYE-048"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.98""},{""set_name"":""War of the Giants Reinforcements"",""set_code"":""WGRT-EN079"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""3.45""},{""set_name"":""War of the Giants: Round 2"",""set_code"":""BPW2-EN079"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""1.24""},{""set_name"":""Yugi's Legendary Decks"",""set_code"":""YGLD-ENA40"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1""}]","[{""id"":59560625,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/59560625.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/59560625.jpg""}]","[{""cardmarket_price"":""0.09"",""tcgplayer_price"":""0.12"",""ebay_price"":""350.00"",""amazon_price"":""0.25"",""coolstuffinc_price"":""0.25""}]",null,null,null
23471572,Solomon's Lawbook,Trap Card,Skip your next Standby Phase.,Normal,undefined,"[{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-013"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.96""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-E013"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""8.91""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-EN013"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""7.14""}]","[{""id"":23471572,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/23471572.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/23471572.jpg""}]","[{""cardmarket_price"":""0.02"",""tcgplayer_price"":""0.10"",""ebay_price"":""0.99"",""amazon_price"":""0.25"",""coolstuffinc_price"":""0.25""}]",null,null,null
35316708,Time Seal,Trap Card,Skip the Draw Phase of your opponent's next turn.,Normal,undefined,"[{""set_name"":""Dark Beginning 1"",""set_code"":""DB1-EN071"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.21""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-007"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""1.84""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-E007"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""0.00""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-EN007"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""0.00""}]","[{""id"":35316708,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/35316708.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/35316708.jpg""}]","[{""cardmarket_price"":""1.05"",""tcgplayer_price"":""1.03"",""ebay_price"":""2.50"",""amazon_price"":""7.99"",""coolstuffinc_price"":""1.99""}]",undefined,Banned,Banned
12253117,World Suppression,Trap Card,You can only activate this card when a Field Spell Card is activated. Negate the Field Spell Card during the turn this card is activated.,Normal,undefined,"[{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-020"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.92""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-E020"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""6.52""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-EN020"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.99""}]","[{""id"":12253117,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/12253117.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/12253117.jpg""}]","[{""cardmarket_price"":""0.08"",""tcgplayer_price"":""0.12"",""ebay_price"":""0.99"",""amazon_price"":""0.25"",""coolstuffinc_price"":""0.25""}]",null,null,null
68540059,Metalmorph,Trap Card,"Target 1 face-up monster on the field; equip this card to that target. It gains 300 ATK/DEF. If it attacks, it gains ATK equal to half the ATK of the attack target, during damage calculation only.",Normal,undefined,"[{""set_name"":""Battle Pack 2: War of the Giants"",""set_code"":""BP02-EN173"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.47""},{""set_name"":""Battle Pack 2: War of the Giants"",""set_code"":""BP02-EN173"",""set_rarity"":""Mosaic Rare"",""set_rarity_code"":""(MSR)"",""set_price"":""1.27""},{""set_name"":""Battle Pack 3: Monster League"",""set_code"":""BP03-EN189"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.33""},{""set_name"":""Battle Pack 3: Monster League"",""set_code"":""BP03-EN189"",""set_rarity"":""Shatterfoil Rare"",""set_rarity_code"":""(SHR)"",""set_price"":""2.4""},{""set_name"":""Duel Terminal 2"",""set_code"":""DT02-EN046"",""set_rarity"":""Duel Terminal Normal Parallel Rare"",""set_rarity_code"":""(DNPR)"",""set_price"":""2.53""},{""set_name"":""Geargia Rampage Structure Deck"",""set_code"":""SDGR-EN031"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.27""},{""set_name"":""Legendary Collection 4: Joey's World Mega Pack"",""set_code"":""LCJW-EN075"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.09""},{""set_name"":""Machina Mayhem Structure Deck"",""set_code"":""SDMM-EN033"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.66""},{""set_name"":""Millennium Pack"",""set_code"":""MIL1-EN045"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.25""},{""set_name"":""Premium Pack (TCG)"",""set_code"":""PP01-EN014"",""set_rarity"":""Secret Rare"",""set_rarity_code"":""(ScR)"",""set_price"":""5.9""},{""set_name"":""Premium Pack (TCG)"",""set_code"":""PP01-EN014"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""1.24""},{""set_name"":""Speed Duel: Scars of Battle"",""set_code"":""SBSC-EN030"",""set_rarity"":""Ultra Rare"",""set_rarity_code"":""(UR)"",""set_price"":""8.74""},{""set_name"":""Star Pack 2013"",""set_code"":""SP13-EN042"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.56""},{""set_name"":""Star Pack 2013"",""set_code"":""SP13-EN042"",""set_rarity"":""Starfoil Rare"",""set_rarity_code"":""(SFR)"",""set_price"":""1.27""},{""set_name"":""World Championship 2011 Card Pack"",""set_code"":""WP11-EN020"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""0.00""},{""set_name"":""Yu-Gi-Oh! Forbidden Memories promotional cards"",""set_code"":""FMR-003"",""set_rarity"":""Prismatic Secret Rare"",""set_rarity_code"":""(PScR)"",""set_price"":""67.56""}]","[{""id"":68540059,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/68540059.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/68540059.jpg""},{""id"":68540058,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/68540058.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/68540058.jpg""}]","[{""cardmarket_price"":""0.13"",""tcgplayer_price"":""0.26"",""ebay_price"":""6.95"",""amazon_price"":""1.15"",""coolstuffinc_price"":""0.39""}]",null,null,null
42364257,Anti Raigeki,Trap Card,"When your opponent activates ""Raigeki"": Negate its effect, and if you do, destroy all monsters your opponent controls.",Normal,Anti,"[{""set_name"":""Legendary Collection Kaiba Mega Pack"",""set_code"":""LCKC-EN104"",""set_rarity"":""Secret Rare"",""set_rarity_code"":""(ScR)"",""set_price"":""2.62""},{""set_name"":""Tournament Pack: 3rd Season"",""set_code"":""TP3-002"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""799.99""}]","[{""id"":42364257,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/42364257.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/42364257.jpg""}]","[{""cardmarket_price"":""0.22"",""tcgplayer_price"":""0.62"",""ebay_price"":""4.99"",""amazon_price"":""2.53"",""coolstuffinc_price"":""0.99""}]",null,null,null
7565547,Collected Power,Trap Card,"Target 1 face-up monster on the field; equip it with all Equip Cards on the field. If any of those Equip Cards is now equipped to an incorrect target, destroy that Equip Card.",Normal,undefined,"[{""set_name"":""Labyrinth of Nightmare"",""set_code"":""LON-078"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""1.14""},{""set_name"":""Labyrinth of Nightmare"",""set_code"":""LON-E078"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""0.00""},{""set_name"":""Labyrinth of Nightmare"",""set_code"":""LON-EN078"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""1.99""},{""set_name"":""Legendary Collection 3: Yugi's World Mega Pack"",""set_code"":""LCYW-EN098"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.17""},{""set_name"":""Legendary Collection 4: Joey's World Mega Pack"",""set_code"":""LCJW-EN077"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.14""}]","[{""id"":7565547,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/7565547.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/7565547.jpg""}]","[{""cardmarket_price"":""0.20"",""tcgplayer_price"":""0.19"",""ebay_price"":""1.74"",""amazon_price"":""0.25"",""coolstuffinc_price"":""0.25""}]",null,null,null
