id,name,type,desc,race,card_sets,card_images,card_prices,banlist_info.ban_tcg,banlist_info.ban_ocg,banlist_info.ban_goat,archetype
54109233,Infinite Dismissal,Trap Card,Level 3 or lower monsters are destroyed during the End Phase of the turn that they are Normal Summoned or Flip Summoned.,Continuous,"[{""set_name"":""Dark Beginning 1"",""set_code"":""DB1-EN186"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.03""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-072"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.31""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-E072"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""8.91""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-EN072"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.25""}]","[{""id"":54109233,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/54109233.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/54109233.jpg""}]","[{""cardmarket_price"":""0.08"",""tcgplayer_price"":""0.15"",""ebay_price"":""0.99"",""amazon_price"":""0.25"",""coolstuffinc_price"":""0.25""}]",null,null,null,undefined
62867251,Light of Intervention,Trap Card,"While this card is on the field, Monster Cards cannot be Set or flipped face-down. If a Monster Card would be Set, it must be Normal Summoned in face-up Defense Position.",Continuous,"[{""set_name"":""Dark Beginning 1"",""set_code"":""DB1-EN084"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.23""},{""set_name"":""Duel Terminal 2"",""set_code"":""DT02-EN047"",""set_rarity"":""Duel Terminal Normal Parallel Rare"",""set_rarity_code"":""(DNPR)"",""set_price"":""7.27""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-031"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.01""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-E031"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.00""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-EN031"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.7""},{""set_name"":""Starter Deck: Kaiba Evolution"",""set_code"":""SKE-046"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.03""}]","[{""id"":62867251,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/62867251.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/62867251.jpg""}]","[{""cardmarket_price"":""0.10"",""tcgplayer_price"":""0.22"",""ebay_price"":""1.99"",""amazon_price"":""1.19"",""coolstuffinc_price"":""0.39""}]",null,null,null,undefined
1918087,Minor Goblin Official,Trap Card,You can only activate this card when your opponent's Life Points are 3000 or less. Inflict 500 points of damage to your opponent's Life Points during each of his/her Standby Phases.,Continuous,"[{""set_name"":""Dark Beginning 1"",""set_code"":""DB1-EN171"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.24""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-052"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""2.36""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-E052"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""4""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-EN052"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""1.5""}]","[{""id"":1918087,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/1918087.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/1918087.jpg""}]","[{""cardmarket_price"":""0.13"",""tcgplayer_price"":""0.21"",""ebay_price"":""4.99"",""amazon_price"":""0.69"",""coolstuffinc_price"":""0.25""}]",null,null,null,undefined
22359980,Mirror Wall,Trap Card,"Each of your opponent's monsters that conducted an attack while this card was face-up on the field has its ATK halved as long as this card remains on the field. During each of your Standby Phases, pay 2000 LP or destroy this card.",Continuous,"[{""set_name"":""Battle Pack 2: War of the Giants"",""set_code"":""BP02-EN172"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.7""},{""set_name"":""Battle Pack 2: War of the Giants"",""set_code"":""BP02-EN172"",""set_rarity"":""Mosaic Rare"",""set_rarity_code"":""(MSR)"",""set_price"":""2.67""},{""set_name"":""Battle Pack 3: Monster League"",""set_code"":""BP03-EN188"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.76""},{""set_name"":""Battle Pack 3: Monster League"",""set_code"":""BP03-EN188"",""set_rarity"":""Shatterfoil Rare"",""set_rarity_code"":""(SHR)"",""set_price"":""2.88""},{""set_name"":""Dark Beginning 1"",""set_code"":""DB1-EN078"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.57""},{""set_name"":""Legendary Collection 4: Joey's World Mega Pack"",""set_code"":""LCJW-EN107"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.86""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-016"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""5.97""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-E016"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""20.24""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-EN016"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""12.74""},{""set_name"":""Retro Pack 2"",""set_code"":""RP02-EN007"",""set_rarity"":""Ultra Rare"",""set_rarity_code"":""(UR)"",""set_price"":""53.77""},{""set_name"":""Speed Duel: Battle City Box"",""set_code"":""SBCB-EN193"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.18""}]","[{""id"":22359980,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/22359980.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/22359980.jpg""}]","[{""cardmarket_price"":""0.15"",""tcgplayer_price"":""0.26"",""ebay_price"":""0.99"",""amazon_price"":""2.74"",""coolstuffinc_price"":""0.49""}]",null,null,null,undefined
8951260,Respect Play,Trap Card,"During their respective turns, each player must show their opponent their hand.",Continuous,"[{""set_name"":""Dark Beginning 1"",""set_code"":""DB1-EN085"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.13""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-032"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.92""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-E032"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""3.6""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-EN032"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2""}]","[{""id"":8951260,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/8951260.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/8951260.jpg""}]","[{""cardmarket_price"":""0.04"",""tcgplayer_price"":""0.14"",""ebay_price"":""0.99"",""amazon_price"":""0.25"",""coolstuffinc_price"":""0.25""}]",null,null,null,undefined
98139712,Skull Invitation,Trap Card,"Each time a card(s) is sent to the Graveyard, inflict 300 damage to its owner for each card sent.",Continuous,"[{""set_name"":""Dark Beginning 1"",""set_code"":""DB1-EN175"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.34""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-056"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""1.18""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-E056"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""5.38""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-EN056"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""2.45""},{""set_name"":""Retro Pack 2"",""set_code"":""RP02-EN014"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.44""},{""set_name"":""Structure Deck: Marik (TCG)"",""set_code"":""SDMA-EN031"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.27""}]","[{""id"":98139712,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/98139712.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/98139712.jpg""}]","[{""cardmarket_price"":""0.08"",""tcgplayer_price"":""0.33"",""ebay_price"":""2.25"",""amazon_price"":""1.29"",""coolstuffinc_price"":""0.39""}]",null,null,null,undefined
35346968,Solemn Wishes,Trap Card,Increase your Life Points by 500 points each time you draw a card (or cards).,Continuous,"[{""set_name"":""Dark Beginning 1"",""set_code"":""DB1-EN174"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""4.05""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-055"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""5.99""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-E055"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""10.45""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-EN055"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""0.00""}]","[{""id"":35346968,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/35346968.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/35346968.jpg""}]","[{""cardmarket_price"":""0.43"",""tcgplayer_price"":""2.12"",""ebay_price"":""5.00"",""amazon_price"":""5.56"",""coolstuffinc_price"":""1.99""}]",null,null,null,Solemn
34694160,The Eye of Truth,Trap Card,"Your opponent must keep their hand revealed. Once per turn, during your opponent's Standby Phase, if they have a Spell(s) in their hand: They gain 1000 LP if they have a Spell(s) in their hand at resolution.",Continuous,"[{""set_name"":""Dark Beginning 1"",""set_code"":""DB1-EN074"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.02""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-010"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""0.98""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-E010"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""0.00""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-EN010"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""8.54""},{""set_name"":""Speed Duel Starter Decks: Destiny Masters"",""set_code"":""SS01-ENB17"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.1""},{""set_name"":""Starter Deck: Yugi Evolution"",""set_code"":""SYE-046"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.57""},{""set_name"":""Yugi's Legendary Decks"",""set_code"":""YGLD-ENA39"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.03""}]","[{""id"":34694160,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/34694160.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/34694160.jpg""}]","[{""cardmarket_price"":""0.02"",""tcgplayer_price"":""0.10"",""ebay_price"":""1.00"",""amazon_price"":""0.59"",""coolstuffinc_price"":""0.25""}]",null,null,null,undefined
296499,The Regulation of Tribe,Trap Card,"Declare 1 Type of monster. Monsters of the declared Type cannot attack. Tribute 1 monster from your side of the field during each of your Standby Phases. If you do not, this card is destroyed.",Continuous,"[{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-027"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.93""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-E027"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""6.86""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-EN027"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.5""}]","[{""id"":296499,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/296499.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/296499.jpg""}]","[{""cardmarket_price"":""0.10"",""tcgplayer_price"":""0.18"",""ebay_price"":""0.99"",""amazon_price"":""0.20"",""coolstuffinc_price"":""0.25""}]",null,null,null,undefined
21237481,Type Zero Magic Crusher,Trap Card,Discard 1 Spell Card from your hand to inflict 500 points of damage to your opponent's Life Points.,Continuous,"[{""set_name"":""Dark Beginning 1"",""set_code"":""DB1-EN188"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.05""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-074"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.91""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-E074"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""8.91""},{""set_name"":""Pharaoh's Servant"",""set_code"":""PSV-EN074"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.6""}]","[{""id"":21237481,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/21237481.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/21237481.jpg""}]","[{""cardmarket_price"":""0.08"",""tcgplayer_price"":""0.12"",""ebay_price"":""1.99"",""amazon_price"":""0.25"",""coolstuffinc_price"":""0.25""}]",null,null,null,undefined
32015116,Blind Destruction,Trap Card,"Once per turn, during your Standby Phase: Roll a six-sided die. If the result is 1-5, destroy all monsters on the field with the same Level as the number rolled. If it is 6, destroy all Level 6 and higher monsters on the field.",Continuous,"[{""set_name"":""Dark Beginning 2"",""set_code"":""DB2-EN019"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.08""},{""set_name"":""Labyrinth of Nightmare"",""set_code"":""LON-086"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.96""},{""set_name"":""Labyrinth of Nightmare"",""set_code"":""LON-E086"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""4.13""},{""set_name"":""Labyrinth of Nightmare"",""set_code"":""LON-EN086"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""3.22""},{""set_name"":""Legendary Collection 4: Joey's World Mega Pack"",""set_code"":""LCJW-EN269"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.17""}]","[{""id"":32015116,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/32015116.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/32015116.jpg""}]","[{""cardmarket_price"":""0.09"",""tcgplayer_price"":""0.15"",""ebay_price"":""0.99"",""amazon_price"":""0.69"",""coolstuffinc_price"":""0.25""}]",null,null,null,undefined
94212438,Destiny Board,Trap Card,"When this card and all 4 ""Spirit Message"" cards with different names are placed on your field, you win the Duel. Once per turn, during your opponent's End Phase: Place 1 ""Spirit Message"" card from your hand or Deck in your Spell & Trap Zone face-up, in the proper order of ""I"", ""N"", ""A"", and ""L"". When any ""Spirit Message"" card or ""Destiny Board"" you control leaves the field, send all ""Spirit Message"" cards and ""Destiny Board"" you control to the Graveyard.",Continuous,"[{""set_name"":""Dark Beginning 2"",""set_code"":""DB2-EN021"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.96""},{""set_name"":""Duelist Pack: Rivals of the Pharaoh"",""set_code"":""DPRP-EN041"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.83""},{""set_name"":""Labyrinth of Nightmare"",""set_code"":""LON-088"",""set_rarity"":""Ultra Rare"",""set_rarity_code"":""(UR)"",""set_price"":""6.72""},{""set_name"":""Labyrinth of Nightmare"",""set_code"":""LON-E088"",""set_rarity"":""Ultra Rare"",""set_rarity_code"":""(UR)"",""set_price"":""20.3""},{""set_name"":""Labyrinth of Nightmare"",""set_code"":""LON-EN088"",""set_rarity"":""Ultra Rare"",""set_rarity_code"":""(UR)"",""set_price"":""0.00""},{""set_name"":""Retro Pack 2"",""set_code"":""RP02-EN045"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""7.36""}]","[{""id"":94212438,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/94212438.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/94212438.jpg""}]","[{""cardmarket_price"":""0.45"",""tcgplayer_price"":""0.77"",""ebay_price"":""6.99"",""amazon_price"":""1.49"",""coolstuffinc_price"":""0.79""}]",null,null,null,Spirit Message
21598948,Fairy Box,Trap Card,"When your opponent's monster declares an attack: Toss a coin and call it. If you call it right, the attacking monster's ATK becomes 0 until the end of the Battle Phase. During each of your Standby Phases, pay 500 Life Points or destroy this card.",Continuous,"[{""set_name"":""Dark Beginning 1"",""set_code"":""DB1-EN227"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""3.26""},{""set_name"":""Duelist League 2 participation cards"",""set_code"":""DL11-EN018"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""11.25""},{""set_name"":""Labyrinth of Nightmare"",""set_code"":""LON-024"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""3.08""},{""set_name"":""Labyrinth of Nightmare"",""set_code"":""LON-E024"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""6.88""},{""set_name"":""Labyrinth of Nightmare"",""set_code"":""LON-EN024"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""0.00""},{""set_name"":""Legendary Collection 4: Joey's World Mega Pack"",""set_code"":""LCJW-EN076"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""4.12""}]","[{""id"":21598948,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/21598948.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/21598948.jpg""}]","[{""cardmarket_price"":""0.62"",""tcgplayer_price"":""0.99"",""ebay_price"":""4.49"",""amazon_price"":""5.75"",""coolstuffinc_price"":""1.49""}]",null,null,null,undefined
33737664,Graverobber's Retribution,Trap Card,"During each of your Standby Phases, inflict 100 points of damage to your opponent's Life Points for each of your opponent's monsters that have been removed from play.",Continuous,"[{""set_name"":""Dark Beginning 2"",""set_code"":""DB2-EN017"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.25""},{""set_name"":""Labyrinth of Nightmare"",""set_code"":""LON-083"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.99""},{""set_name"":""Labyrinth of Nightmare"",""set_code"":""LON-E083"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""4.57""},{""set_name"":""Labyrinth of Nightmare"",""set_code"":""LON-EN083"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.45""}]","[{""id"":33737664,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/33737664.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/33737664.jpg""}]","[{""cardmarket_price"":""0.11"",""tcgplayer_price"":""0.19"",""ebay_price"":""0.99"",""amazon_price"":""0.93"",""coolstuffinc_price"":""0.25""}]",null,null,null,undefined
21558682,Jam Defender,Trap Card,"When an opponent's monster declares an attack on a monster you control: You can target 1 ""Revival Jam"" you control; switch the attack target to that target.",Continuous,"[{""set_name"":""Dark Beginning 1"",""set_code"":""DB1-EN231"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.95""},{""set_name"":""Labyrinth of Nightmare"",""set_code"":""LON-028"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""3.18""},{""set_name"":""Labyrinth of Nightmare"",""set_code"":""LON-E028"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""3.34""},{""set_name"":""Labyrinth of Nightmare"",""set_code"":""LON-EN028"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""5.95""},{""set_name"":""Legendary Collection 4: Joey's World Mega Pack"",""set_code"":""LCJW-EN131"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""4.17""},{""set_name"":""Retro Pack 2"",""set_code"":""RP02-EN036"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""25.84""}]","[{""id"":21558682,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/21558682.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/21558682.jpg""}]","[{""cardmarket_price"":""0.35"",""tcgplayer_price"":""1.17"",""ebay_price"":""5.25"",""amazon_price"":""0.65"",""coolstuffinc_price"":""0.99""}]",null,null,null,Slime
29549364,Mask of Restrict,Trap Card,Neither player can Tribute cards.,Continuous,"[{""set_name"":""Dark Beginning 1"",""set_code"":""DB1-EN221"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.49""},{""set_name"":""Labyrinth of Nightmare"",""set_code"":""LON-018"",""set_rarity"":""Ultra Rare"",""set_rarity_code"":""(UR)"",""set_price"":""18.7""},{""set_name"":""Labyrinth of Nightmare"",""set_code"":""LON-E018"",""set_rarity"":""Ultra Rare"",""set_rarity_code"":""(UR)"",""set_price"":""0.00""},{""set_name"":""Labyrinth of Nightmare"",""set_code"":""LON-EN018"",""set_rarity"":""Ultra Rare"",""set_rarity_code"":""(UR)"",""set_price"":""0.00""},{""set_name"":""Legendary Collection 3: Yugi's World Mega Pack"",""set_code"":""LCYW-EN179"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.46""},{""set_name"":""OTS Tournament Pack 2"",""set_code"":""OP02-EN010"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""10.56""},{""set_name"":""Retro Pack 2"",""set_code"":""RP02-EN031"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.92""},{""set_name"":""Structure Deck: Zombie Horde"",""set_code"":""SR07-EN040"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.54""}]","[{""id"":29549364,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/29549364.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/29549364.jpg""}]","[{""cardmarket_price"":""0.17"",""tcgplayer_price"":""0.58"",""ebay_price"":""1.00"",""amazon_price"":""0.50"",""coolstuffinc_price"":""0.25""}]",null,null,null,Mask
33950246,Royal Command,Trap Card,"Flip monsters' effects cannot be activated, also their effects are negated.",Continuous,"[{""set_name"":""Astral Pack Six"",""set_code"":""AP06-EN027"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.19""},{""set_name"":""Dark Beginning 2"",""set_code"":""DB2-EN014"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""1.48""},{""set_name"":""Gold Series"",""set_code"":""GLD1-EN042"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""3.62""},{""set_name"":""Labyrinth of Nightmare"",""set_code"":""LON-080"",""set_rarity"":""Ultra Rare"",""set_rarity_code"":""(UR)"",""set_price"":""3.98""},{""set_name"":""Labyrinth of Nightmare"",""set_code"":""LON-E080"",""set_rarity"":""Ultra Rare"",""set_rarity_code"":""(UR)"",""set_price"":""10.44""},{""set_name"":""Labyrinth of Nightmare"",""set_code"":""LON-EN080"",""set_rarity"":""Ultra Rare"",""set_rarity_code"":""(UR)"",""set_price"":""10""},{""set_name"":""Turbo Pack: Booster Five"",""set_code"":""TU05-EN020"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.22""}]","[{""id"":33950246,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/33950246.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/33950246.jpg""}]","[{""cardmarket_price"":""0.15"",""tcgplayer_price"":""0.22"",""ebay_price"":""5.00"",""amazon_price"":""6.74"",""coolstuffinc_price"":""0.25""}]",null,null,null,undefined
6733059,Skull Lair,Trap Card,Remove from play any number of Monster Cards in your Graveyard to destroy 1 face-up monster on the field whose Level is equal to the number of the cards you removed from play.,Continuous,"[{""set_name"":""Dark Beginning 2"",""set_code"":""DB2-EN016"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.39""},{""set_name"":""Labyrinth of Nightmare"",""set_code"":""LON-082"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.27""},{""set_name"":""Labyrinth of Nightmare"",""set_code"":""LON-E082"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""3.58""},{""set_name"":""Labyrinth of Nightmare"",""set_code"":""LON-EN082"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.45""}]","[{""id"":6733059,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/6733059.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/6733059.jpg""}]","[{""cardmarket_price"":""0.18"",""tcgplayer_price"":""0.35"",""ebay_price"":""0.99"",""amazon_price"":""0.50"",""coolstuffinc_price"":""0.39""}]",null,null,null,undefined
68400115,The Emperor's Holiday,Trap Card,Negate all Equip Card effects on the field.,Continuous,"[{""set_name"":""Dark Beginning 2"",""set_code"":""DB2-EN020"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.1""},{""set_name"":""Labyrinth of Nightmare"",""set_code"":""LON-087"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.96""},{""set_name"":""Labyrinth of Nightmare"",""set_code"":""LON-E087"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.00""},{""set_name"":""Labyrinth of Nightmare"",""set_code"":""LON-EN087"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.45""},{""set_name"":""Turbo Pack: Booster Eight"",""set_code"":""TU08-EN017"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.14""}]","[{""id"":68400115,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/68400115.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/68400115.jpg""}]","[{""cardmarket_price"":""0.10"",""tcgplayer_price"":""0.09"",""ebay_price"":""0.99"",""amazon_price"":""0.25"",""coolstuffinc_price"":""0.25""}]",null,null,null,undefined
